method,seed,evaluation_count,generation_or_sweep,algorithm,valid_population,unique_genotypes,unique_phenotypes,max_single_phenotype_fraction,evaluated_unique_genotypes_cumulative,nondominated_population,min_hpwl,min_congestion_top10,max_hpwl,max_congestion_top10,archive_size,decode_failures_cumulative,duplicate_rejections,replacement_count,elapsed_seconds,valid_evaluations_per_second
nsga2,4,10000,499,nsga2,20,20,19,0.1,10000,20,590963.6964285679,0.00810268335044384,628148.1249999931,0.009358048439025879,43,23,0,0,1366.0696002708282,7.303434611254085
moead,5,20,0,moead,20,20,20,0.05,20,2,654441.3214285643,0.01003920380026102,1116649.8571428643,0.023573698475956917,2,0,0,0,4.420111725106835,4.524772504368449
moead,5,40,1,moead,20,4,3,0.5,40,11,647379.9285714214,0.009744475595653057,657057.6785714219,0.00988126453012228,3,0,0,95,33.594100506044924,1.1906852512036272
moead,5,60,2,moead,20,7,7,0.3,60,20,646555.5535714214,0.00932724867016077,652494.4999999925,0.009892670437693596,7,0,0,57,60.86775496695191,0.9857436015600862
moead,5,80,3,moead,20,6,5,0.35,80,16,639728.392857136,0.009292881935834885,648011.0535714214,0.009729179553687572,7,0,0,48,87.97108047106303,0.9093897627677198
moead,5,100,4,moead,20,5,5,0.4,100,20,635305.9464285648,0.009272073395550251,647834.23214285,0.009528580121695995,7,0,0,23,115.20723098795861,0.8680010720026067
moead,5,120,5,moead,20,9,9,0.3,120,14,634876.3571428505,0.009242621250450611,647834.23214285,0.009534642100334167,8,0,0,8,142.4383285830263,0.842469868846101
moead,5,140,6,moead,20,5,4,0.4,140,20,634876.3571428505,0.009168142452836037,647357.4464285643,0.009534642100334167,5,0,0,17,170.06415862496942,0.8232187259911254
moead,5,160,7,moead,20,7,6,0.35,160,20,634876.3571428505,0.009166871197521687,647658.6249999929,0.009534642100334167,7,0,0,3,197.2774796630256,0.8110403695003598
moead,5,180,8,moead,20,7,7,0.35,180,18,634876.3571428505,0.009166871197521687,647658.6249999929,0.009534642100334167,7,0,0,6,224.7744218739681,0.8008028604826163
moead,5,200,9,moead,20,7,7,0.3,200,18,634876.3571428505,0.00913898553699255,648613.2142857071,0.009534642100334167,9,0,0,12,252.08332060906105,0.7933884697995012
moead,5,220,10,moead,20,9,9,0.25,220,18,634505.3035714219,0.00913898553699255,648613.2142857071,0.00968350563198328,8,0,0,14,279.5958380671218,0.7868500529939405
moead,5,240,11,moead,20,7,7,0.4,240,20,634505.3035714219,0.009137323126196861,646725.5892857071,0.009460808709263802,8,0,0,27,308.18602196406573,0.7787504393303855
moead,5,260,12,moead,20,8,8,0.4,260,20,634505.3035714219,0.009137323126196861,646725.5892857071,0.009460808709263802,9,0,0,2,335.5064737040084,0.7749477890235228
moead,5,280,13,moead,20,3,3,0.5,280,20,634014.0535714219,0.009137323126196861,646725.5892857071,0.009319601580500603,3,0,0,22,362.84833438298665,0.7716722759004312
moead,5,300,14,moead,20,4,3,0.5,300,20,633918.4821428504,0.009137323126196861,646725.5892857071,0.009313191287219524,4,0,0,19,390.24220085307024,0.768753352006009
moead,5,320,15,moead,20,5,4,0.45,320,20,633646.8749999934,0.009137323126196861,646725.5892857071,0.009313994087278843,5,0,0,1,417.4188263560645,0.7666161174221576
moead,5,340,16,moead,20,5,5,0.45,340,20,633646.8749999934,0.009137323126196861,646725.5892857071,0.009313994087278843,5,0,0,19,444.89540646900423,0.7642245684181675
moead,5,360,17,moead,20,5,5,0.45,360,20,633646.8749999934,0.009137323126196861,646725.5892857071,0.009313994087278843,5,0,0,0,472.2652105791494,0.7622835473282563
moead,5,380,18,moead,20,5,5,0.45,380,20,633646.8749999934,0.009137323126196861,646725.5892857071,0.009313994087278843,5,0,0,0,499.7957951941062,0.7603105181235449
moead,5,400,19,moead,20,5,5,0.45,400,20,633646.8749999934,0.009137323126196861,646725.5892857071,0.009313994087278843,4,0,0,8,526.9215228960384,0.7591263264433402
moead,5,420,20,moead,20,6,6,0.4,420,20,633646.8749999934,0.009137323126196861,646725.5892857071,0.009313994087278843,6,0,0,6,554.4704782580957,0.7574794627830443
moead,5,440,21,moead,20,8,8,0.35,440,18,633646.8749999934,0.009137017652392387,647488.8749999928,0.009313994087278843,8,0,0,7,584.1400654870085,0.753244000877022
moead,5,460,22,moead,20,7,6,0.35,460,20,633646.8749999934,0.009137017652392387,647488.8749999928,0.009313994087278843,9,0,0,14,612.4137373380363,0.7511261945224655
moead,5,480,23,moead,20,7,6,0.35,480,20,633646.8749999934,0.009110663086175919,647823.5357142783,0.009313994087278843,10,0,0,4,640.599194094073,0.7492984762161771
moead,5,500,24,moead,20,10,10,0.2,500,20,630443.714285708,0.009110663086175919,647823.5357142783,0.009294241666793823,11,0,0,15,668.2175043330062,0.7482593568079069
moead,5,520,25,moead,20,10,10,0.2,520,20,630443.714285708,0.009110663086175919,647823.5357142783,0.009294241666793823,11,0,0,0,700.9288159259595,0.7418727667988023
moead,5,540,26,moead,20,6,6,0.3,540,19,630149.1785714225,0.009110663086175919,647823.5357142783,0.009288625791668892,8,0,0,20,728.1989767970517,0.7415555599585762
moead,5,560,27,moead,20,6,6,0.3,560,20,630149.1785714225,0.009110663086175919,647823.5357142783,0.009288625791668892,7,0,0,9,755.3741760789417,0.7413544409300488
moead,5,580,28,moead,20,7,7,0.25,580,16,629863.5357142794,0.009110663086175919,647823.5357142783,0.009285547770559788,7,0,0,7,782.5341993761249,0.7411816639610189
moead,5,600,29,moead,20,11,11,0.25,600,18,629863.5357142794,0.009110663086175919,647823.5357142783,0.009285547770559788,11,0,0,9,809.8376108291559,0.7408892745617078
moead,5,620,30,moead,20,10,10,0.25,620,20,629437.4821428511,0.009110663086175919,647823.5357142783,0.009271207265555859,12,0,0,7,837.1048923381604,0.7406479231870767
moead,5,640,31,moead,20,10,10,0.2,640,20,628196.8214285654,0.009110663086175919,647823.5357142783,0.009280628524720669,12,0,0,17,864.2758279091213,0.7405043382369084
moead,5,660,32,moead,20,11,11,0.2,660,20,628196.8214285654,0.009109440259635448,647298.5357142785,0.009280628524720669,13,0,0,2,891.3922567081172,0.7404147781554202
moead,5,680,33,moead,20,12,12,0.15,680,20,628196.8214285654,0.009109440259635448,647298.5357142785,0.009280628524720669,11,0,0,1,918.771548292134,0.7401186957345638
moead,5,700,34,moead,20,12,12,0.15,700,20,628196.8214285654,0.009109440259635448,647298.5357142785,0.009280628524720669,12,0,0,0,946.3035082169808,0.7397203898344789
moead,5,720,35,moead,20,11,11,0.25,720,20,628196.8214285654,0.009109440259635448,647298.5357142785,0.009280628524720669,12,0,0,5,973.7709126560949,0.7393936198362101
moead,5,740,36,moead,20,9,9,0.2,740,20,628196.8214285654,0.00910855270922184,645166.821428565,0.009280628524720669,9,0,0,7,1001.4139866251498,0.7389551273333648
moead,5,760,37,moead,20,9,9,0.2,760,18,628196.8214285654,0.00910855270922184,645166.821428565,0.009280628524720669,8,0,0,8,1029.6032000831328,0.7381484439234801
moead,5,780,38,moead,20,9,9,0.25,780,13,628196.8214285654,0.0090797645971179,644928.48214285,0.009280628524720669,7,0,0,8,1057.1062285960652,0.7378634037904707
moead,5,800,39,moead,20,13,13,0.15,800,17,627432.3571428512,0.009053708054125309,645072.2678571357,0.009291702881455421,8,0,0,10,1084.432484969031,0.7377130536834169
moead,5,820,40,moead,20,13,13,0.15,820,17,627432.3571428512,0.009053708054125309,645072.2678571357,0.009291702881455421,8,0,0,0,1111.9703835260589,0.7374297122912388
moead,5,840,41,moead,20,13,13,0.15,840,18,627432.3571428512,0.009053708054125309,645072.2678571357,0.009291702881455421,7,0,0,2,1139.3787437919527,0.7372438748544721
moead,5,860,42,moead,20,11,11,0.15,860,17,624663.78571428,0.009053708054125309,645072.2678571357,0.009285440668463707,7,0,0,5,1166.758578926092,0.7370847881757692
moead,5,880,43,moead,20,11,11,0.2,880,16,624663.78571428,0.009053708054125309,645072.2678571357,0.009285440668463707,7,0,0,4,1194.152444576146,0.7369243382592985
moead,5,900,44,moead,20,9,9,0.25,900,15,624466.1785714229,0.009053708054125309,645262.98214285,0.00922426301985979,6,0,0,12,1221.4731352860108,0.7368152225380404
moead,5,920,45,moead,20,11,11,0.2,920,19,624466.1785714229,0.009047321043908596,645571.6964285643,0.00922426301985979,8,0,0,12,1249.0063182220329,0.7365855453074288
moead,5,940,46,moead,20,13,13,0.2,940,17,624450.6607142801,0.009053708054125309,645072.2678571357,0.009270064532756805,10,0,0,10,1276.1792427031323,0.7365736477651399
moead,5,960,47,moead,20,13,13,0.2,960,19,624450.6607142801,0.009047630243003368,646049.4464285641,0.009270064532756805,10,0,0,6,1303.4156648600474,0.7365263636777595
moead,5,980,48,moead,20,13,13,0.15,980,19,621666.0535714233,0.009047630243003368,646049.4464285641,0.009239530190825462,11,0,0,10,1330.651336227078,0.7364814307996617
moead,5,1000,49,moead,20,6,6,0.35,1000,20,621666.0535714233,0.009008117020130157,646430.4464285643,0.009239530190825462,4,0,0,36,1357.8861095230095,0.7364387874556536
moead,5,1020,50,moead,20,8,8,0.25,1020,20,621666.0535714233,0.009008110500872135,625476.1071428515,0.009239530190825462,6,0,0,31,1385.280250763055,0.7363131030260142
moead,5,1040,51,moead,20,9,9,0.2,1040,12,621626.9464285661,0.009008110500872135,625476.1071428515,0.009241067804396152,6,0,0,6,1412.4629165381193,0.7363025165637562
moead,5,1060,52,moead,20,8,8,0.2,1060,16,620703.6964285662,0.009008110500872135,625476.1071428515,0.009324961341917515,7,0,0,9,1440.3455678331666,0.7359345032696893
moead,5,1080,53,moead,20,5,5,0.45,1080,20,619303.9821428523,0.009008110500872135,625476.1071428515,0.009226301684975624,6,0,0,21,1467.374024727149,0.7360086670478038
moead,5,1100,54,moead,20,6,6,0.4,1100,19,619303.9821428523,0.009008110500872135,625476.1071428515,0.009226301684975624,5,0,0,11,1494.2983461590484,0.7361314444518026
moead,5,1120,55,moead,20,6,6,0.25,1120,20,619303.9821428523,0.009008110500872135,625476.1071428515,0.009226301684975624,5,0,0,9,1521.130478545092,0.7362944966241428
moead,5,1140,56,moead,20,7,7,0.25,1140,20,619303.9821428523,0.009008110500872135,625476.1071428515,0.009226301684975624,6,0,0,1,1548.0409591109492,0.736414623457192
moead,5,1160,57,moead,20,10,10,0.2,1160,20,619303.9821428523,0.009006216190755367,625571.5714285657,0.009226301684975624,8,0,0,8,1574.6935663551558,0.736651260146429
moead,5,1180,58,moead,20,9,9,0.2,1180,20,619303.9821428523,0.009005814790725708,625380.6428571373,0.009226301684975624,8,0,0,7,1601.3182612080127,0.7368928642016634
moead,5,1200,59,moead,20,7,7,0.3,1200,18,619303.9821428523,0.009005814790725708,625380.6428571373,0.009226301684975624,7,0,0,11,1628.3053918350488,0.7369624924275647
moead,5,1220,60,moead,20,9,9,0.25,1220,15,619208.517857138,0.009005814790725708,625380.6428571373,0.009282558225095272,7,0,0,10,1654.9794234670699,0.7371692860350992
moead,5,1240,61,moead,20,11,11,0.15,1240,12,619208.517857138,0.009005814790725708,625380.6428571373,0.009282558225095272,6,0,0,11,1681.3368543230463,0.7375083683033041
moead,5,1260,62,moead,20,10,10,0.15,1260,14,619208.517857138,0.009005814790725708,625380.6428571373,0.009282558225095272,6,0,0,3,1708.3272381720599,0.7375636071624205
moead,5,1280,63,moead,20,5,5,0.45,1280,20,619208.517857138,0.009005814790725708,625380.6428571373,0.009282558225095272,5,0,0,17,1735.0245587939862,0.7377417187049656
moead,5,1300,64,moead,20,5,5,0.45,1300,20,619208.517857138,0.009005317464470863,625460.0892857086,0.009282558225095272,6,0,0,1,1761.8127436409704,0.7378763745989337
moead,5,1320,65,moead,20,5,5,0.35,1320,20,618160.0178571381,0.009005317464470863,625460.0892857086,0.009250347502529621,6,0,0,10,1788.6855508431327,0.737972082000546
moead,5,1340,66,moead,20,5,5,0.35,1340,20,618160.0178571381,0.009005317464470863,625460.0892857086,0.009250347502529621,7,0,0,0,1815.5618982859887,0.7380635170109315
moead,5,1360,67,moead,20,5,5,0.35,1360,20,618160.0178571381,0.009005317464470863,625460.0892857086,0.009250347502529621,8,0,0,0,1842.3528012549505,0.7381865183875816
moead,5,1380,68,moead,20,5,5,0.35,1380,20,618160.0178571381,0.009005317464470863,625460.0892857086,0.009250347502529621,8,0,0,0,1869.1295380180236,0.7383115893954124
moead,5,1400,69,moead,20,6,6,0.35,1400,19,618160.0178571381,0.009005317464470863,625460.0892857086,0.009250347502529621,8,0,0,4,1895.755153710954,0.7384919921011373
moead,5,1420,70,moead,20,6,6,0.35,1420,19,618160.0178571381,0.009005317464470863,625460.0892857086,0.009250347502529621,7,0,0,0,1922.5784323930275,0.7385914540987181
moead,5,1440,71,moead,20,4,4,0.5,1440,19,618160.0178571381,0.008995370008051395,620309.6785714233,0.009250347502529621,3,0,0,20,1949.3854373390786,0.7386943456218733
moead,5,1460,72,moead,20,4,4,0.5,1460,19,618160.0178571381,0.008995370008051395,620309.6785714233,0.009250347502529621,4,0,0,0,1976.129644769011,0.7388179231381647
moead,5,1480,73,moead,20,4,4,0.5,1480,19,618160.0178571381,0.008995370008051395,620309.6785714233,0.009250347502529621,5,0,0,0,2002.811970215058,0.738961031794253
moead,5,1500,74,moead,20,6,6,0.4,1500,19,618160.0178571381,0.008993695490062237,620363.7857142804,0.009250347502529621,6,0,0,3,2029.5164324189536,0.7390923158045929
moead,5,1520,75,moead,20,6,5,0.4,1520,19,617683.7678571381,0.008989885449409485,620468.6785714233,0.009250347502529621,8,0,0,9,2056.0740979651455,0.7392729675960186
moead,5,1540,76,moead,20,8,7,0.35,1540,20,617683.7678571381,0.008958500809967518,621027.6071428518,0.009224551729857922,9,0,0,9,2082.7833818311337,0.7393951831160034
moead,5,1560,77,moead,20,8,7,0.35,1560,20,617683.7678571381,0.008958500809967518,621027.6071428518,0.009224551729857922,9,0,0,2,2109.3993427101523,0.7395470209996913
moead,5,1580,78,moead,20,6,5,0.4,1580,20,614497.3749999946,0.008958500809967518,621027.6071428518,0.009472724050283432,7,0,0,16,2136.0728298930917,0.7396751542778985
moead,5,1600,79,moead,20,7,7,0.25,1600,20,612278.0535714234,0.008958500809967518,621027.6071428518,0.00945685151964426,6,0,0,25,2162.5993219360244,0.7398504123119911
moead,5,1620,80,moead,20,7,6,0.55,1620,18,611789.4999999949,0.008958500809967518,621027.6071428518,0.00945685151964426,6,0,0,42,2189.3439180960413,0.7399477015054035
moead,5,1640,81,moead,20,6,6,0.45,1640,20,610014.5714285666,0.008958500809967518,621027.6071428518,0.009033137001097202,4,0,0,19,2215.8449453900103,0.7401239890056225
moead,5,1660,82,moead,20,7,7,0.45,1660,20,610014.5714285666,0.008958500809967518,621027.6071428518,0.009033137001097202,5,0,0,4,2242.3464322029613,0.7402959579127819
moead,5,1680,83,moead,20,6,6,0.5,1680,18,609967.3214285666,0.008958500809967518,621027.6071428518,0.009030460380017757,5,0,0,19,2268.9498163270764,0.7404306555882956
moead,5,1700,84,moead,20,4,4,0.5,1700,13,609776.9285714237,0.008917492814362049,620360.4285714234,0.008985492400825024,2,0,0,29,2295.6119864541106,0.7405432669071764
moead,5,1720,85,moead,20,3,3,0.5,1720,20,609776.9285714237,0.00891046691685915,619853.7857142806,0.008954646065831184,3,0,0,17,2322.2614198769443,0.7406573546276897
moead,5,1740,86,moead,20,5,5,0.4,1740,18,609776.9285714237,0.00891046691685915,619853.7857142806,0.008954646065831184,4,0,0,14,2348.8116638900246,0.7408001359795146
moead,5,1760,87,moead,20,6,6,0.4,1760,19,609776.9285714237,0.00891046691685915,619853.7857142806,0.008954646065831184,4,0,0,1,2375.7559006400406,0.7408168488714885
moead,5,1780,88,moead,20,6,6,0.4,1780,19,609776.9285714237,0.00891046691685915,619853.7857142806,0.008954646065831184,4,0,0,0,2402.981118703028,0.7407465610719103
moead,5,1800,89,moead,20,6,6,0.4,1800,19,609776.9285714237,0.00891046691685915,619853.7857142806,0.008954646065831184,5,0,0,0,2430.339341608109,0.7406373131453217
moead,5,1820,90,moead,20,6,6,0.4,1820,19,609776.9285714237,0.00891046691685915,619853.7857142806,0.008954646065831184,5,0,0,0,2456.855833958136,0.7407842067264792
moead,5,1840,91,moead,20,5,5,0.45,1840,20,609395.7142857094,0.00891046691685915,619853.7857142806,0.008924160152673721,4,0,0,21,2483.4660585641395,0.7408999988765013
moead,5,1860,92,moead,20,6,6,0.45,1860,20,609395.7142857094,0.00891046691685915,619853.7857142806,0.008924160152673721,5,0,0,3,2510.2522031310946,0.7409614052643714
moead,5,1880,93,moead,20,6,6,0.45,1880,20,609395.7142857094,0.00891046691685915,619853.7857142806,0.008924160152673721,5,0,0,0,2536.9073330960236,0.741059783884838
moead,5,1900,94,moead,20,6,6,0.45,1900,20,609395.7142857094,0.00891046691685915,619853.7857142806,0.008924160152673721,5,0,0,0,2563.573524354957,0.7411529187476983
moead,5,1920,95,moead,20,5,5,0.45,1920,20,609300.2499999952,0.00891046691685915,619853.7857142806,0.008993539027869701,6,0,0,6,2590.7705921970773,0.7410922471417135
moead,5,1940,96,moead,20,7,6,0.35,1940,13,609300.2499999952,0.00891046691685915,619853.7857142806,0.008993539027869701,5,0,0,12,2616.954255382996,0.7413197980092615
moead,5,1960,97,moead,20,6,4,0.6,1960,20,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,4,0,0,19,2643.4190378519706,0.7414639797679169
moead,5,1980,98,moead,20,5,5,0.45,1980,20,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,4,0,0,13,2669.831935310038,0.7416197153885905
moead,5,2000,99,moead,20,7,7,0.4,2000,11,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,3,2696.190406606067,0.7417873734361279
moead,5,2020,100,moead,20,7,7,0.4,2020,11,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,0,2722.644381830003,0.7419257591923458
moead,5,2040,101,moead,20,7,7,0.4,2040,11,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,0,2749.132939768955,0.7420521468748787
moead,5,2060,102,moead,20,7,7,0.4,2060,10,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,3,2775.716045404086,0.7421508419100944
moead,5,2080,103,moead,20,7,7,0.4,2080,10,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,0,2802.196228079032,0.7422749267726644
moead,5,2100,104,moead,20,7,7,0.4,2100,10,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,0,2828.6059339460917,0.7424151857980308
moead,5,2120,105,moead,20,7,7,0.4,2120,10,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,0,2854.9553862491157,0.7425685214595555
moead,5,2140,106,moead,20,7,7,0.4,2140,10,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,0,2881.522723909002,0.7426628921728333
moead,5,2160,107,moead,20,7,7,0.4,2160,10,609300.2499999952,0.008872107602655888,609395.8214285666,0.008993539027869701,5,0,0,0,2908.037442896981,0.7427689781903951
moead,5,2180,108,moead,20,7,7,0.45,2180,19,609252.5714285667,0.008872107602655888,609395.8214285666,0.008959646336734295,5,0,0,12,2934.6833121581003,0.7428399483407553
moead,5,2200,109,moead,20,6,6,0.4,2200,20,609252.5714285667,0.008864265866577625,619690.8214285664,0.008959646336734295,6,0,0,10,2961.1354758720845,0.7429582394746994
moead,5,2220,110,moead,20,7,6,0.4,2220,20,609252.5714285667,0.008864265866577625,619690.8214285664,0.008959646336734295,6,0,0,26,2987.7190012480132,0.7430417649961975
moead,5,2240,111,moead,20,7,7,0.45,2240,17,607994.7321428524,0.008864265866577625,619690.8214285664,0.008941901847720146,3,0,0,18,3014.3662760099396,0.7431081013038158
moead,5,2260,112,moead,20,7,7,0.45,2260,20,607994.7321428524,0.008864265866577625,619690.8214285664,0.008941901847720146,6,0,0,6,3040.6776141771115,0.7432553814527346
moead,5,2280,113,moead,20,8,8,0.35,2280,20,607994.7321428524,0.0088612986728549,619785.9642857092,0.008941901847720146,9,0,0,15,3067.011259654071,0.7433947276271694
moead,5,2300,114,moead,20,7,7,0.3,2300,19,607946.9464285668,0.008854815736413002,607994.7321428525,0.008949263952672482,3,0,0,25,3093.487813726999,0.7434973526625878
moead,5,2320,115,moead,20,4,4,0.45,2320,14,607899.2678571382,0.008854815736413002,607994.7321428525,0.008949263952672482,4,0,0,19,3119.8283566059545,0.7436306536183664
moead,5,2340,116,moead,20,5,5,0.5,2340,11,607791.7678571382,0.008847299963235855,607946.9464285668,0.008949263952672482,3,0,0,12,3146.1635308030527,0.7437629916848979
moead,5,2360,117,moead,20,5,5,0.4,2360,13,607744.035714281,0.008845089934766293,607791.7678571382,0.008854939602315426,4,0,0,28,3172.445623378968,0.7439055795340527
moead,5,2380,118,moead,20,6,6,0.35,2380,17,607438.803571424,0.00884527899324894,607820.660714281,0.008854939602315426,2,0,0,18,3198.7657810500823,0.7440369701650054
moead,5,2400,119,moead,20,6,6,0.2,2400,20,607438.803571424,0.00884527899324894,607820.660714281,0.008848193101584911,3,0,0,16,3225.036963891005,0.744177516993294
moead,5,2420,120,moead,20,7,7,0.35,2420,20,607343.3392857098,0.008844560012221336,608487.2678571382,0.00894004013389349,5,0,0,18,3251.484514333075,0.7442754192222798
moead,5,2440,121,moead,20,7,7,0.35,2440,20,607343.3392857098,0.008844560012221336,608487.2678571382,0.00894004013389349,5,0,0,0,3277.8780076431576,0.7443840174376702
moead,5,2460,122,moead,20,6,5,0.45,2460,20,606560.4285714241,0.008844560012221336,608487.2678571382,0.0091292979195714,3,0,0,22,3304.296315804124,0.7444852897223722
moead,5,2480,123,moead,20,7,6,0.4,2480,18,606361.9999999953,0.008844560012221336,608487.2678571382,0.0091292979195714,3,0,0,6,3330.7704748960678,0.7445724701511848
moead,5,2500,124,moead,20,7,6,0.4,2500,20,606314.2678571382,0.008844560012221336,608487.2678571382,0.009124168194830418,4,0,0,8,3357.630185283022,0.7445727677091601
moead,5,2520,125,moead,20,7,5,0.45,2520,20,602787.321428567,0.008844560012221336,608487.2678571382,0.009452085010707378,6,0,0,25,3384.4065262661316,0.7445914019023614
moead,5,2540,126,moead,20,7,5,0.45,2540,20,602787.321428567,0.008844560012221336,608487.2678571382,0.009452085010707378,6,0,0,1,3410.9691094041336,0.7446564065904765
moead,5,2560,127,moead,20,5,4,0.5,2560,20,601690.0178571384,0.008840681985020638,607536.9107142811,0.009208290837705135,6,0,0,24,3437.5508478791453,0.7447162568022623
moead,5,2580,128,moead,20,6,4,0.5,2580,20,601308.1071428527,0.008840681985020638,607536.9107142811,0.009206132963299751,6,0,0,10,3464.0126353870146,0.7448009783924333
moead,5,2600,129,moead,20,7,5,0.35,2600,20,601308.1071428527,0.008840681985020638,607536.9107142811,0.009206132963299751,5,0,0,4,3490.408326208126,0.7448985210348044
moead,5,2620,130,moead,20,8,7,0.35,2620,19,600988.9285714242,0.008840681985020638,607536.9107142811,0.009174548089504242,6,0,0,12,3516.9159771739505,0.7449708827292839
moead,5,2640,131,moead,20,11,10,0.25,2640,19,600988.9285714242,0.008840681985020638,607536.9107142811,0.009174548089504242,8,0,0,9,3543.701504320139,0.7449837399627386
moead,5,2660,132,moead,20,12,11,0.25,2660,20,600988.9285714242,0.008840681985020638,607536.9107142811,0.009174548089504242,8,0,0,2,3570.1426538301166,0.7450682669910407
moead,5,2680,133,moead,20,11,10,0.35,2680,20,600677.2499999958,0.008840681985020638,607536.9107142811,0.009371557272970676,9,0,0,7,3596.528248347109,0.745163061413927
moead,5,2700,134,moead,20,5,5,0.5,2700,20,600266.1785714242,0.008840681985020638,607536.9107142811,0.009115932509303093,7,0,0,17,3623.489320774097,0.74513811439168
moead,5,2720,135,moead,20,8,8,0.4,2720,20,600170.7142857099,0.008840681985020638,607536.9107142811,0.00911122839897871,7,0,0,14,3650.013351805974,0.7452027534787464
moead,5,2740,136,moead,20,6,6,0.4,2740,20,600170.7142857099,0.008840421214699745,607555.5892857097,0.00911122839897871,7,0,0,7,3676.8136106289458,0.7452104703048309
moead,5,2760,137,moead,20,6,6,0.4,2760,20,600170.7142857099,0.008840421214699745,607555.5892857097,0.00911122839897871,7,0,0,0,3703.5905588020105,0.7452227659022786
moead,5,2780,138,moead,20,6,6,0.4,2780,20,600170.7142857099,0.008840421214699745,607555.5892857097,0.00911122839897871,7,0,0,0,3730.161806914024,0.7452759810170014
moead,5,2800,139,moead,20,6,6,0.3,2800,20,595119.9999999959,0.008840421214699745,607555.5892857097,0.00912262499332428,8,0,0,6,3756.7344957750756,0.7453281575125831
moead,5,2820,140,moead,20,7,7,0.3,2820,20,595119.9999999959,0.008840421214699745,607555.5892857097,0.00912262499332428,9,0,0,1,3783.2193983921316,0.7453968969387554
moead,5,2840,141,moead,20,7,7,0.3,2840,20,595119.9999999959,0.008840421214699745,607555.5892857097,0.00912262499332428,9,0,0,0,3810.3069164000917,0.7453467823749956
moead,5,2860,142,moead,20,7,7,0.3,2860,20,595119.9999999959,0.008840421214699745,607555.5892857097,0.00912262499332428,9,0,0,0,3836.8945891170297,0.7453944677323442
moead,5,2880,143,moead,20,8,8,0.25,2880,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,11,0,0,7,3863.3814330950845,0.7454609517271339
moead,5,2900,144,moead,20,8,8,0.25,2900,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,12,0,0,4,3890.07849058602,0.7454862432770939
moead,5,2920,145,moead,20,9,9,0.2,2920,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,14,0,0,1,3916.9001584679354,0.7454874727116187
moead,5,2940,146,moead,20,9,9,0.2,2940,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,18,0,0,14,3943.4313893129583,0.7455435912914969
moead,5,2960,147,moead,20,10,10,0.2,2960,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,19,0,0,2,3969.9781395541504,0.7455960451037706
moead,5,2980,148,moead,20,10,10,0.2,2980,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,20,0,0,0,3996.4547563779633,0.7456608873762932
moead,5,3000,149,moead,20,11,11,0.2,3000,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,18,0,0,6,4022.9295630911365,0.7457252116775471
moead,5,3020,150,moead,20,10,10,0.2,3020,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,17,0,0,4,4049.3547121239826,0.7457978405690072
moead,5,3040,151,moead,20,10,10,0.2,3040,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,18,0,0,0,4079.494294119999,0.7451904037178629
moead,5,3060,152,moead,20,10,10,0.2,3060,19,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,13,0,0,10,4112.154105843045,0.7441355360811946
moead,5,3080,153,moead,20,9,9,0.25,3080,20,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,14,0,0,8,4147.611840303056,0.7425960091229153
moead,5,3100,154,moead,20,9,9,0.25,3100,20,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,14,0,0,0,4182.695950492984,0.7411487798042374
moead,5,3120,155,moead,20,7,7,0.35,3120,20,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,11,0,0,13,4218.0993378821295,0.7396696355583045
moead,5,3140,156,moead,20,8,8,0.35,3140,20,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,12,0,0,2,4254.031496361131,0.7381233549130829
moead,5,3160,157,moead,20,8,8,0.25,3160,20,595119.9999999959,0.008831060491502285,607536.9107142811,0.00912262499332428,12,0,0,5,4290.661411589943,0.7364831891568516
